node1,node2
11893,1681
11893,11537
11894,5190
11894,8676
11894,8410
11894,15624
11895,903
11896,15326
11897,9444
11897,14734
11897,5341
11897,8627
11897,13197
11897,1025
11897,10032
11897,12817
11897,15533
11897,11230
11897,15533
11898,6627
11898,1091
11898,3535
11898,14669
11898,7043
11898,15692
11899,9124
11899,3875
11899,606
11899,6805
11899,12916
11899,13421
11899,2822
11899,7885
11900,226
11900,4924
11900,3032
11904,6255
11905,5076
11905,4798
11905,15800
11905,4798
11905,9765
11905,7827
11905,4798
11905,4994
11905,4246
11905,3732
11905,5076
11905,4798
11905,4246
11905,4798
11906,12380
11906,12982
11906,4826
11906,13490
11907,11152
11907,1719
11907,15831
11907,7651
11907,9797
11907,15206
11907,1395
11909,4000
11909,5198
11910,13910
11911,10462
11911,10462
11913,1632
11913,3702
11913,9867
11913,3702
11914,5745
11916,3956
11916,5838
11916,3230
11918,4621
11918,11384
11918,7208
11918,10462
11919,14986
11919,14986
11921,9790
11921,11190
11921,13395
11921,5507
11921,4977
11921,13677
11921,10486
11921,14047
11921,16173
11921,14952
11921,8826
11921,4509
11921,3014
11921,10677
11921,13910
11921,3954
11921,5830
11921,12931
11921,13667
11921,3903
11921,7714
11921,4058
11921,3014
11921,4058
11921,4164
11923,13639
11923,6773
11923,13213
11923,5341
11923,8647
11924,7883
11924,8563
11924,7975
11924,9893
11924,5794
11924,9053
11924,7796
11924,9893
11924,14436
11924,14427
11924,4865
11924,14029
11924,2959
11924,1028
11924,10325
11924,5642
11924,2283
11924,13275
11924,13571
11924,15719
11924,9799
11924,13994
11924,10278
11924,9100
11924,1944
11925,1210
11925,8627
11925,11529
11925,8703
11925,14288
11925,6781
11925,3254
11926,548
11926,8826
11926,13751
11926,11989
11926,8703
11926,7501
11926,7432
11926,18
11926,548
11926,10667
11926,15493
11926,12388
11926,4966
11927,15326
11927,2066
11927,6971
11927,184
11927,14207
11927,2107
11927,11292
11927,15326
11927,15517
11927,13242
11927,6692
11927,15517
11927,15517
11928,10462
11928,6744
11928,13971
11928,14624
11928,13904
11928,13688
11929,5171
11929,4221
11929,12350
11929,5171
11929,5171
11929,14860
11929,4221
11929,5862
11929,10153
11929,10913
11929,4221
11929,14860
11929,5001
11929,15889
11929,15427
11929,10665
11929,4279
11929,15427
11929,4221
11929,10234
11929,7070
11929,13275
11929,13351
11929,873
11929,13706
11929,14626
11929,3118
11929,14686
11929,149
11929,9796
11929,149
11931,11931
11931,8842
11932,6963
11932,10462
11933,9859
11933,13242
11933,13392
11933,3954
11933,14682
11933,7790
11933,13175
11934,9570
11934,12065
11934,15757
11934,8826
11936,10407
11936,3164
11937,3648
11937,7004
11937,9256
11939,6672
11939,11456
11939,4851
11939,1189
11939,15671
11939,10667
11939,11348
11939,8000
11939,1391
11939,12599
11939,7247
11939,15671
11939,1609
11939,7767
11939,433
11939,8010
11939,1556
11939,13477
11939,2393
11939,7004
11940,4058
11940,13395
11940,3175
11940,13320
11940,4058
11940,13395
11940,13320
11940,7922
11940,9583
11941,7269
11941,9819
11941,2206
11941,5531
11941,10617
11941,14026
11941,10314
11941,9819
11941,7269
11941,12045
11942,7916
11943,13652
11943,15827
11946,12342
11947,13668
11947,9896
11947,7759
11948,11654
11948,6994
11948,13866
11948,7387
11948,0
11948,4282
11948,9914
11948,2604
11949,4935
11951,2706
11953,3366
11953,4282
11953,2055
11954,14364
11956,4058
11956,6580
11956,14178
11956,8451
11956,13395
11956,231
11956,7828
11956,11286
11956,2028
11956,13214
11956,7518
11956,6093
11956,13395
11957,8277
11957,6279
11957,11316
11957,8277
11957,7293
11957,5209
11957,11478
11959,13278
11959,836
11959,12653
11959,1328
11959,10653
11959,11242
11959,5060
11959,12725
11959,6596
11959,5101
11959,2243
11959,13966
11959,4388
11959,5935
11960,10462
11960,14178
11963,14353
11963,4621
11963,11316
11963,2107
11963,12160
11963,10184
11963,214
11963,4164
11964,6145
11964,7340
11965,11965
11965,14997
11965,10783
11965,10522
11965,1626
11965,6791
11965,9651
11965,9651
11965,1626
11965,7511
11965,7269
11965,6791
11965,6791
11967,3175
11968,1583
11968,13362
11968,1583
11968,11015
11968,5837
11968,15649
11968,12118
11968,12306
11968,1583
11968,12118
11968,10939
11968,13677
11968,9033
11969,3871
11969,3871
11969,3266
11971,13237
11971,3869
11971,10840
11971,11264
11971,1025
11971,14669
11971,10760
11971,4510
11971,12623
11971,13237
11971,3869
11971,8647
11971,8
11971,5366
11971,11348
11971,2457
11971,13320
11971,2007
11971,3322
11971,6073
11971,8814
11971,5360
11971,9893
11971,90
11971,9101
11971,14126
11971,5679
11971,3869
11971,2524
11971,1391
11971,2819
11971,13237
11971,8915
11971,2498
11971,6933
11972,10462
11973,14126
11973,15764
11973,11858
11973,10341
11973,9053
11973,3484
11975,9647
11976,12338
11976,10452
11976,7209
11976,4129
11976,1704
11976,2763
11976,211
11976,4935
11976,12087
11976,4266
11976,2376
11976,2763
11976,4266
11976,8432
11976,11264
11976,2376
11976,4539
11976,7797
11976,2376
11976,2376
11976,2376
11976,9981
11976,2376
11976,14556
11976,14556
11976,7214
11976,2376
11976,8075
11976,600
11976,7184
11976,12021
11976,4935
11976,8057
11977,7701
11977,4369
11977,745
11979,14607
11979,995
11979,8087
11979,14607
11982,10462
11983,2580
11983,903
11983,14385
11983,6957
11984,8201
11984,10462
11986,2726
11986,6479
11986,4480
11986,13959
11986,11986
11986,5360
11986,5360
11988,14174
11988,409
11989,6479
11989,8051
11989,6479
11989,15289
11989,6685
11989,13564
11989,10187
11989,6685
11989,14126
11989,10463
11989,3235
11989,1162
11989,13318
11989,625
11990,9832
11993,15765
11993,13874
11994,3237
11994,12473
11994,11385
11994,13652
11994,1003
11995,3111
11995,11190
11995,13214
11995,731
11995,2089
11995,10160
11995,12647
11995,15905
11995,16164
11995,1509
11995,14669
11995,1986
11995,15467
11995,11307
11995,1028
11995,7014
11995,15348
11995,13170
11995,8826
11995,8916
11995,10760
11995,11349
11995,15879
11997,1207
11997,3246
11997,12122
11997,3422
11997,11345
11997,214
11998,7558
11999,13218
11999,6705
11999,7992
11999,8347
11999,13392
11999,15790
11999,14607
11999,244
11999,4851
11999,8882
11999,14036
11999,4257
11999,10739
11999,2305
11999,12308
11999,9868
11999,5359
11999,12541
11999,5927
11999,14080
11999,13218
11999,10278
11999,3937
11999,8410
11999,3678
11999,12113
11999,15277
12002,6033
12003,15559
12003,4562
12003,15023
12005,8822
12005,8824
12005,916
12005,9565
12005,15898
12005,16168
12005,12042
12005,8822
12005,5585
12005,2001
12005,6213
12005,4797
12005,3086
12005,14494
12005,14767
12005,8822
12005,12350
12005,13585
12005,9731
12005,16168
12005,12042
12005,14364
12005,4586
12005,5033
12005,6408
12005,16168
12005,8822
12005,8690
12005,10990
12005,2739
12005,8822
12005,4494
12005,5321
12005,1132
12006,7358
12007,13994
12007,13207
12007,10728
12007,9487
12007,1961
12009,10462
12009,12893
12009,8865
12009,10462
12010,1505
12011,10373
12011,13677
12011,14592
12014,11031
12014,1344
12014,10964
12014,11390
12014,12987
12014,12987
12015,9431
12015,3759
12015,3436
12015,3759
12015,15861
12015,6479
12015,12431
12015,10531
12015,11409
12015,5708
12015,13765
12015,1084
12015,14192
12015,12964
12015,1972
12015,12768
12015,8380
12015,15150
12015,4322
12015,7139
12015,3322
12015,8051
12015,15922
12015,3259
12015,11105
12016,10462
12016,12783
12016,14439
12016,14079
12016,14734
12016,1746
12016,10420
12016,12783
12016,13301
12017,10952
12017,2139
12018,2055
12018,6360
12019,5080
12021,7583
12021,12834
12021,15546
12021,1322
12021,4058
12021,5200
12021,3548
12021,10658
12021,2965
12021,1015
12021,3115
12021,3819
12021,9821
12021,14183
12021,14981
12021,6486
12021,15688
12021,15467
12021,4075
12021,4075
12021,16178
12021,11675
12021,6923
12021,7884
12021,11953
12021,3869
12021,1980
12021,13320
12021,627
12022,8398
12022,10990
12022,837
12022,10760
12022,1679
12022,11989
12022,2236
12025,13272
12026,8974
12028,8881
12029,10462
12029,13254
12029,12306
12029,15533
12029,6665
12030,890
12030,15417
12030,7845
12030,1110
12031,8905
12031,6064
12031,12753
12032,8378
12033,2711
12033,6830
12033,3322
12033,11050
12033,11242
12033,5020
12033,13861
12033,11293
12033,9898
12033,2711
12033,13956
12033,132
12034,10379
12034,1719
12034,9880
12034,10379
12035,5793
12036,10187
12036,13662
12036,10981
12036,4973
12041,7701
12042,2328
12042,13183
12042,13365
12042,3929
12042,12005
12042,46
12042,13502
12042,948
12042,8475
12042,3929
12042,11904
12042,9731
12042,9889
12042,5956
12042,8475
12042,2827
12042,8974
12042,46
12042,4186
12042,1719
12042,9290
12042,4186
12042,7630
12042,15301
12042,9889
12042,10729
12042,2328
12042,8861
12042,12555
12042,281
12042,14385
12044,13272
12045,6756
12045,12048
12045,3901
12045,3286
12046,287
12046,2486
12046,15114
12046,16011
12046,11529
12046,12695
12046,3402
12046,7699
12046,1412
12046,16011
12046,5974
12046,8312
12046,6938
12046,12386
12046,11622
12046,7701
12047,10224
12047,15593
12047,14311
12047,7338
12047,11121
12048,10154
12048,13826
12048,5545
12049,13151
12049,9287
12049,12396
12049,11540
12049,4925
12049,11355
12049,6833
12049,14625
12049,7975
12049,15606
12049,8085
12049,9287
12050,3807
12050,3807
12052,2602
12052,1614
12052,2602
12052,11533
12052,2602
12052,1614
12053,2520
12053,6233
12055,13959
12055,1507
12055,7696
12055,307
12055,4167
12055,14659
12055,11191
12055,9436
12055,4030
12055,3714
12055,4131
12055,12277
12055,7025
12055,6653
12055,10662
12055,2165
12055,13443
12055,7306
12055,7306
12055,13235
12055,9821
12055,6895
12055,7209
12055,11529
12055,7122
12055,2377
12055,14908
12055,5012
12055,3896
12055,3714
12056,5294
12056,9190
12056,10462
12057,9428
12057,433
12057,904
12057,14664
12057,10511
12057,24
12057,10278
12058,13959
12060,1010
12060,14714
12060,7651
12060,9973
12060,11404
12060,79
12061,14923
12061,12061
12061,11948
12062,6314
12062,6314
12062,14154
12062,6162
12062,296
12062,13037
12062,13139
12062,11303
12063,12421
12063,7190
12063,11965
12063,12137
12063,12137
12063,1715
12063,11316
12063,1715
12063,8865
12063,6852
12063,6852
12063,4644
12064,6963
12064,15908
12064,1048
12064,6852
12064,9128
12065,8826
12065,5200
12065,7032
12065,8904
12065,7701
12065,15228
12065,3111
12065,13384
12065,10749
12065,7370
12065,11390
12065,2664
12065,5167
12065,8904
12065,5134
12065,11502
12065,14353
12065,8826
12066,8
12067,9052
12067,1269
12068,15156
12068,14849
12068,7232
12068,3319
12069,7232
12069,10767
12069,906
12069,14860
12069,2283
12069,13275
12069,15254
12069,11377
12069,10462
12070,939
12070,15929
12070,7185
12070,6711
12070,10301
12070,2427
12070,6748
12070,12420
12070,14995
12070,6191
12071,7595
12071,5969
12072,5694
12072,1163
12073,10462
12073,5034
12074,7714
12074,4977
12074,7714
12074,11963
12074,3175
12074,1395
12074,11490
12074,4865
12074,12085
12075,2039
12075,5341
12075,11242
12075,2039
12075,10690
12075,3552
12075,5076
12075,15049
12075,12500
12075,8206
12075,1079
12075,15250
12077,2621
12077,10258
12077,10258
12077,46
12077,13395
12077,2621
12077,3107
12077,12809
12077,5149
12077,10063
12077,3376
12077,7778
12077,1835
12077,4865
12077,2621
12077,10832
12077,2621
12077,10258
12078,10187
12078,10187
12078,9926
12078,12525
12078,247
12079,9565
12079,12295
12079,15427
12079,10462
12080,12123
12081,10462
12081,2363
12081,14334
12081,8372
12082,16171
12082,3552
12082,5455
12082,2520
12082,2936
12082,5455
12082,3552
12082,12305
12082,2936
12082,2520
12082,2520
12082,3552
12082,2520
12082,16198
12082,3552
12082,3552
12083,8152
12083,6565
12083,2592
12083,5838
12083,4966
12083,10407
12084,877
12084,9844
12084,8031
12084,3032
12084,10755
12084,4167
12084,4063
12084,5308
12084,307
12084,3459
12084,4728
12084,11856
12084,5142
12084,994
12084,4131
12084,9951
12084,15353
12084,1215
12084,6485
12084,14245
12084,9685
12084,10755
12084,10755
12084,5368
12084,10755
12085,9821
12085,9821
12085,5679
12085,8284
12085,3731
12085,4699
12085,10220
12085,13222
12086,5612
12086,11825
12086,6096
12086,150
12086,11692
12086,5422
12086,9645
12086,4802
12086,8887
12086,10902
12086,11142
12086,8390
12086,14662
12086,7767
12086,12501
12087,14427
12087,1210
12087,2852
12087,9745
12088,14785
12089,15427
12090,2243
12090,12131
12090,3826
12092,15833
12092,10462
12093,1464
12093,11319
12093,3470
12093,2673
12094,3203
12094,5450
12094,11124
12094,5586
12094,4905
12094,12626
12094,14579
12094,6692
12094,15936
12095,4755
12095,3032
12095,11631
12097,14029
12097,8565
12097,14956
12097,2848
12097,13674
12097,1091
12097,40
12097,13142
12097,9286
12097,9900
12098,2385
12098,8493
12098,6362
12098,9885
12098,8227
12098,11101
12098,7063
12098,12927
12098,2842
12098,5359
12098,11874
12098,8783
12098,563
12098,7247
12098,7432
12098,13472
12098,12581
12098,7277
12098,9445
12098,7063
12098,8740
12098,8360
12098,2842
12098,7347
12098,7063
12098,6433
12098,15685
12098,13472
12099,13362
12099,7807
12099,741
12099,1097
12100,12749
12100,8647
12100,2552
12101,4131
12102,1097
12102,2677
12102,2681
12102,3416
12102,15653
12102,911
12102,14524
12102,5418
12102,3416
12102,3416
12102,4220
12102,3416
12102,3416
12102,3416
12102,3416
12102,911
12105,15477
12105,14364
12105,12350
12105,2433
12105,14364
12105,14494
12105,14266
12108,3869
12109,7781
12109,13503
12109,3022
12109,15617
12109,15438
12109,6354
12109,9375
12109,245
12109,4256
12109,9731
12109,7781
12110,3511
12110,1691
12111,11219
12112,10462
12112,10462
12113,2624
12113,12525
12113,12525
12113,2592
12113,2055
12113,2055
12113,5875
12113,8035
12113,9128
12113,10981
12113,10981
12113,11316
12113,4112
12113,3060
12113,8436
12113,6347
12113,15186
12113,3322
12113,7029
12113,2831
12113,8410
12113,11999
12113,3678
12113,6233
12113,11774
12113,8303
12115,5701
12117,10462
12117,3487
12117,339
12117,8825
12117,11218
12117,10933
12117,14734
12117,10531
12117,3869
12117,2506
12117,11999
12117,11232
12117,6486
12117,11218
12117,10339
12117,415
12117,10482
12117,10226
12117,11955
12118,12802
12118,7705
12118,1929
12118,10919
12118,11955
12118,15688
12118,12306
12118,1097
12118,8434
12118,11631
12118,1498
12118,14857
12118,15649
12118,7518
12118,6041
12118,14178
12118,8031
12118,12306
12118,11956
12118,15649
12118,5102
12118,15462
12118,5295
12118,6797
12118,1497
12118,12306
12118,8974
12118,15533
12118,16138
12118,13327
12118,4058
12118,8974
12118,29
12118,4480
12118,11329
12118,4374
12118,14178
12118,12306
12118,12306
12118,15688
12118,465
12118,1097
12118,15688
12118,6419
12118,14178
12118,8031
12118,15649
12118,6029
12118,14457
12118,12306
12118,5780
12118,3376
12118,16138
12118,7009
12118,15533
12118,5307
12118,4870
12118,3134
12118,15156
12118,4436
12118,13566
12119,13665
12120,7827
12120,10152
12120,9765
12120,15364
12120,14691
12120,9431
12120,9765
12120,11692
12120,14691
12120,14691
12120,1568
12120,14198
12120,15111
12120,9765
12120,14198
12120,14035
12120,14691
12120,9765
12120,9765
12120,14691
12120,1568
12120,14691
12120,11692
12120,14691
12120,9431
12120,14198
12120,9765
12121,16029
12121,1008
12121,1370
12121,14384
12122,2152
12122,9686
12122,15148
12122,3716
12122,4019
12122,6963
12122,6563
12122,2919
12122,2269
12122,4678
12123,4774
12123,4774
12123,4774
12123,14118
12123,1201
12123,15007
12123,11617
12123,3953
12123,6602
12123,15815
12123,11550
12123,14757
12123,10341
12123,11046
12123,11046
12123,7868
12123,6805
12123,40
12123,4774
12123,9049
12123,4430
12124,10523
12124,15326
12124,10462
12125,13275
12125,4850
12125,12295
12125,9518
12125,16002
12125,13818
12125,5002
12125,7228
12125,6835
12125,13415
12125,7228
12125,6583
12125,12021
12126,15903
12128,4621
12128,16145
12128,2162
12128,15584
12128,14933
12128,4621
12128,4621
12128,4621
12128,4621
12128,4621
12128,4621
12128,4621
12128,16145
12128,2162
12128,4621
12128,4621
12128,4621
12128,4621
12128,4621
12128,4621
12129,14561
12129,12129
12129,11121
12129,2707
12129,11018
12129,1028
12129,11316
12129,12308
12129,10228
12129,14080
12130,12628
12130,9952
12130,12628
12130,7827
12130,5868
12130,11692
12130,14080
12130,14691
12130,9765
12130,1464
12130,12183
12130,13529
12130,13102
12130,14080
12130,15800
12131,9843
12131,9843
12131,7377
12131,16178
12131,3175
12131,14178
12131,2445
12131,2680
12131,13199
12131,12021
12131,7992
12131,15406
12131,4319
12131,12456
12132,13318
12132,5809
12132,9260
12132,219
12134,5612
12134,3436
12136,11316
12136,15551
12136,6074
12136,15058
12138,889
12138,11553
12138,1203
12138,15360
12138,11225
12138,12851
12138,5582
12138,1568
12138,14691
12138,10840
12138,2848
12138,1870
12138,14030
12138,10684
12138,8974
12138,7550
12138,8974
12138,3731
12138,1203
12138,15326
12138,4399
12138,1782
12138,1870
12138,9583
12138,4621
12138,8974
12140,16153
12140,2965
12140,13358
12140,307
12140,9967
12140,14164
12140,15326
12140,6682
12140,10058
12140,2965
12141,6923
12142,10397
12142,11535
12142,4743
12142,7705
12142,2152
12142,15148
12142,11648
12142,15620
12142,13861
12142,14220
12142,8676
12142,5257
12143,11482
12143,11472
12144,11117
12144,6255
12144,1629
12144,3055
12144,15156
12144,11316
12146,1560
12146,2011
12146,6783
12146,14074
12146,1215
12146,32
12148,8029
12148,6408
12149,9132
12149,8398
12149,10004
12149,2311
12149,7542
12150,2340
12150,750
12151,15246
12151,10539
12151,2498
12151,6685
12151,12802
12151,5034
12151,14178
12151,4626
12152,8974
12153,4113
12153,13857
12153,12719
12153,2532
12153,4113
12153,4113
12153,2476
12154,4523
12154,8915
12154,2498
12154,9824
12154,7108
12154,14029
12154,11619
12154,13994
12154,161
12154,4523
12155,9643
12155,10462
12155,14329
12155,4319
12155,4966
12155,9643
12155,2055
12155,12926
12155,9643
12155,2356
12155,13170
12155,9819
12155,10462
12156,3811
12156,2221
12158,5978
12158,10459
12158,1278
12158,16178
12158,11147
12158,12802
12158,1929
12158,5978
12158,10459
12158,10459
12158,1301
12158,16164
12159,7629
12159,3254
12159,7629
12159,7629
12160,13179
12160,9752
12160,13269
12162,29
12162,29
12163,1460
12163,14757
12163,12749
12163,9797
12163,6751
12163,6805
12163,8493
12163,13529
12163,12749
12163,9745
12163,2385
12163,728
12163,13320
12163,3023
12163,10243
12163,12647
12163,11031
12163,527
12163,11230
12163,10990
12163,5689
12163,8144
12163,4020
12163,12647
12163,10243
12164,9396
12164,9824
12164,12306
12164,1889
12164,1929
12164,4964
12164,6551
12164,9396
12164,4964
12164,10224
12164,3194
12166,4699
12167,9396
12167,2132
12167,8974
12167,9396
12167,5974
12167,6824
12168,761
12168,10156
12168,9703
12168,8412
12169,11555
12171,9282
12171,12809
12171,11955
12171,16133
12172,7981
12172,14632
12172,11681
12172,11619
12172,1391
12172,15719
12172,207
12172,3471
12172,8877
12173,9252
12173,10514
12173,10090
12173,9880
12174,10152
12174,10152
12174,2680
12174,9753
12174,8339
12174,3935
12174,12628
12174,12628
12174,4832
12174,11692
12174,12628
12174,7827
12174,1568
12174,9765
12174,14330
12174,12628
12174,10152
12174,2684
12174,7714
12174,14887
12174,11619
12174,7827
12174,12120
12174,14330
12174,12628
12174,6452
12174,2044
12174,13563
12174,9952
12175,4621
12175,3751
12176,13122
12176,12062
12176,12326
12176,12345
12176,11966
12176,2498
12176,13237
12176,2594
12176,3954
12176,7157
12176,4494
12177,11230
12177,12163
12177,8026
12177,4246
12177,6033
12177,8026
12177,8026
12178,1210
12178,7955
12178,9981
12178,1210
12178,15182
12178,466
12178,466
12178,2376
12178,9981
12178,4979
12178,16193
12178,11276
12178,14581
12180,12854
12182,11046
12183,784
12183,12628
12183,6064
12183,4469
12183,15094
12183,10152
12183,8350
12183,2269
12183,9785
12183,1568
12183,134
12183,16168
12183,2250
12183,3930
12183,11680
12183,14601
12183,2680
12183,3871
12183,8696
12183,15680
12183,13320
12183,10561
12183,14080
12183,9135
12183,8303
12183,3379
12183,1556
12183,14330
12183,13750
12183,2283
12183,10452
12183,14981
12183,3871
12183,8696
12183,13320
12183,14029
12183,4087
12183,11046
12183,2206
12183,14633
12183,3849
12183,13392
12183,11112
12183,5633
12183,4213
12183,787
12183,9871
12183,15621
12183,5995
12183,12736
12183,3862
12183,10561
12188,10462
12188,5198
12188,9396
12188,6489
12188,11147
12188,2506
12188,3959
12188,10370
12189,4246
12189,14060
12189,737
12189,12700
12189,1538
12189,3367
12189,15512
12189,14908
12189,15095
12190,10831
12190,2055
12190,2309
12190,14385
12190,6280
12190,15431
12190,14207
12191,10462
12191,12250
12191,6205
12191,10172
12191,9133
12191,2385
12192,6167
12192,10462
12193,8610
12193,12581
12195,11260
12195,8312
12195,14908
12195,12420
12195,1270
12195,12893
12195,14908
12195,10175
12195,12420
12196,11955
12196,8534
12196,8534
12197,3175
12197,10840
12198,5603
12199,10462
12201,1028
12201,11947
12201,1028
12201,2154
12205,548
12205,3875
12205,2810
12205,548
12205,14152
12205,7105
12206,5890
12206,9627
12206,5443
12206,10511
12206,2868
12206,15672
12206,1153
12206,2190
12206,12123
12206,11629
12206,1178
12206,3189
12206,2965
12206,7980
12206,7883
12206,7830
12206,11461
12206,12817
12206,12931
12206,15467
12206,11031
12206,12817
12206,10166
12207,6765
12209,12305
12209,10362
12209,837
12209,13376
12209,3552
12210,14330
12210,6205
12210,6796
12211,471
12211,7441
12211,1782
12211,14176
12211,13971
12211,7185
12211,8677
12211,471
12211,6938
12211,7827
12212,3436
12212,2240
12213,10729
12213,14667
12215,5159
12215,9268
12215,2677
12215,4058
12215,13450
12215,14386
12215,15326
12215,13616
12215,13677
12215,4131
12215,11877
12215,10306
12215,16164
12216,2664
12216,9756
12216,2664
12217,10913
12217,4058
12217,4279
12217,11078
12218,2520
12218,15954
12218,14380
12219,11297
12219,12163
12219,8905
12219,3753
12219,9128
12219,15842
12219,7432
12219,4702
12219,9526
12220,10152
12221,5295
12221,11955
12221,5220
12221,12449
12221,2445
12223,14364
12223,6408
12223,14785
12223,6167
12223,12042
12223,14785
12223,4586
12223,5956
12223,12105
12223,14357
12223,2843
12224,13708
12224,13673
12226,3210
12226,3210
12228,6696
12228,11648
12228,14977
12228,2756
12228,11348
12228,10531
12228,10531
12228,6319
12228,5102
12228,2004
12228,8723
12228,3439
12228,12686
12228,1952
12228,4298
12229,9387
12229,704
12229,14329
12229,9264
12230,1097
12230,8151
12230,3869
12230,8647
12230,3869
12230,8723
12230,8647
12230,2506
12230,10816
12230,9028
12232,12525
12233,16066
12233,10523
12235,14658
12235,8974
12235,1782
12236,2137
12236,15688
12236,11550
12236,11046
12236,1362
12236,7353
12236,10945
12236,10187
12236,15326
12236,2363
12236,3869
12236,7922
12238,9859
12240,4221
12240,15427
12240,11002
12243,10462
12243,199
12243,12085
12243,1997
12244,12691
12244,10095
12246,10462
12247,12350
12247,14659
12247,14849
12247,1629
12247,4024
12247,15390
12247,15908
12248,15225
12248,12465
12248,15406
12248,15150
12248,11026
12248,16133
12248,2419
12248,9924
12248,11026
12249,15492
12249,4286
12249,1051
12249,10657
12249,6575
12249,5257
12250,4282
12250,8043
12250,2283
12250,13362
12251,6653
12251,12251
12252,4436
12252,11412
12252,14849
12252,12603
12252,3422
12252,14626
12252,1395
12252,4621
12252,4621
12252,9688
12252,4436
12252,10462
12253,14942
12253,816
12253,13877
12253,2024
12253,9731
12253,1438
12253,2673
12255,4908
12256,2728
12256,8596
12256,6833
12257,13320
12257,4766
12258,1437
12259,10463
12259,1527
12259,3534
12259,13823
12265,256
12265,10866
12267,2924
12267,2924
12267,11109
12267,14029
12267,7745
12269,5198
12269,12695
12269,4621
12269,11533
12269,9194
12269,12042
12269,14364
12269,7916
12269,11904
12269,13959
12269,5198
12269,10462
12270,14932
12270,8010
12270,6033
12270,6033
12271,3186
12271,3186
12272,694
12272,694
12272,8303
12272,2098
12272,3552
12272,2938
12272,2938
12272,8569
12272,14642
12272,5875
12272,9821
12273,5924
12273,1369
12273,13617
12273,14360
12274,10546
12274,11529
12274,5679
12274,13676
12274,7111
12274,8029
12274,4595
12274,8974
12277,4506
12277,93
12277,7299
12278,971
12278,971
12278,9286
12278,9938
12280,13959
12282,1369
12282,548
12282,9202
12282,386
12282,13680
12282,2502
12282,5045
12282,2592
12282,3226
12283,11648
12283,2498
12283,404
12283,8010
12283,4401
12283,15538
12283,2498
12283,1568
12283,14752
12285,14730
12286,3115
12286,11619
12286,3791
12286,10322
12286,9111
12286,11758
12286,314
12286,13676
12286,4288
12286,6173
12287,1285
12288,3349
12288,7922
12289,3406
12289,46
12289,12459
12289,14860
12289,5001
12289,8655
12289,4295
12289,7206
12289,5134
12289,14353
12289,10462
12291,6963
12291,11286
12291,7415
12291,11502
12291,944
12291,15889
12292,13322
12292,14626
12292,8485
12292,4918
12292,14311
12292,3611
12292,9731
12294,13848
12294,3945
12294,15760
12294,15326
12294,5357
12294,3945
12295,3118
12295,8031
12295,12908
12295,12603
12295,8553
12295,5837
12295,11102
12295,3111
12295,14311
12296,15213
12298,11678
12298,5696
12298,4237
12298,644
12298,7133
12298,1985
12298,8813
12299,14892
12299,1324
12299,15989
12300,11164
12300,15861
12300,640
12300,11126
12300,3588
12300,2028
12300,11614
12300,7701
12300,13835
12300,10840
12300,640
12300,11164
12300,15861
12300,9090
12300,5462
12300,2868
12300,14479
12300,11293
12300,8813
12300,5012
12300,11678
12300,9645
12300,15760
12300,12509
12300,5676
12300,13692
12300,7699
12301,9325
12301,6138
12301,6242
12301,1387
12302,15672
12303,12816
12303,4009
12305,9821
12305,8496
12305,8303
12305,2098
12305,12969
12305,368
12305,15277
12305,7721
12305,12882
12306,14178
12306,12118
12306,15688
12306,1498
12306,13327
12306,12118
12306,1523
12306,4063
12306,9349
12306,9704
12306,14641
12306,14178
12306,15010
12306,3771
12306,1523
12306,1739
12306,10176
12306,9824
12306,1889
12306,12164
12306,5638
12306,11631
12306,14719
12306,4374
12306,15688
12306,4675
12306,8974
12306,10034
12306,15010
12306,14080
12306,241
12306,3032
12306,14812
12306,3010
12306,8387
12306,10462
12307,5070
12307,15616
12307,12021
12307,1518
12307,1457
12307,8467
12307,3869
12307,10463
12307,4562
12307,3424
12307,2810
12307,10425
12308,10462
12308,12129
12308,12129
12308,3702
12308,6596
12308,2055
12308,3702
12308,2267
12308,24
12308,8770
12308,10827
12308,7767
12308,10462
12309,10462
12311,6474
12311,147
12315,4602
12315,9819
12316,617
12316,5787
12318,12163
12319,10462
12320,10999
12320,6919
12320,13479
12320,13866
12321,10462
12321,5612
12321,10840
12321,3843
12321,12201
12321,7818
12321,9893
12321,14278
12321,12725
12321,8864
12321,9356
12321,8864
12322,11670
12323,14816
12324,1324
12326,5659
12327,6478
12328,10462
12329,247
12329,247
12329,15767
12329,247
12329,469
12329,13378
12329,4377
12329,14165
12329,1518
12330,2055
12330,2315
12330,12633
12330,7038
12330,10172
12330,1409
12330,5307
12330,14029
12330,11252
12330,1746
12330,10462
12331,550
12331,6131
12331,7097
12331,5422
12331,2429
12331,4213
12331,14506
12331,15609
12331,2048
12331,14639
12332,4600
12332,12131
12332,4894
12333,11478
12333,10462
12333,11478
12333,13415
12333,7616
12333,4776
12333,10578
12333,11478
12333,5835
12333,11701
12333,9100
12334,6002
12334,3762
12334,10755
12335,14719
12335,14719
12335,14719
12335,4024
12335,12021
12335,728
12335,11456
12335,10658
12335,454
12335,4621
12335,6486
12335,11112
12335,10125
12336,14218
12336,8974
12336,16216
12336,14218
12336,15693
12336,14363
12336,2137
12336,6172
12336,14218
12336,8966
12338,11976
12338,9336
12338,4206
12338,5134
12338,11976
12338,9570
12338,10246
12338,6938
